Bill_no.,Status,Doc_name,Doc _url
HB 3041,Pending,Relating to the minimum wage,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3041 INTR.pdf
HB 3042,Pending,Reciprocity for inspection stickers on new cars purchased in neighboring states,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3042 INTR.pdf
HB 3043,Pending,Relating to transport of persons accused of being mentally ill to mental health relating hearings,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3043 INTR.pdf
HB 3044,Pending,"Expanding types of cancers as rebuttable presumption for injuries, diseases for professional firefighters",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3044 INTR.pdf
HB 3045,Signed,Relating to firefighter disability claims,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3045 ENR.pdf
HB 3046,Pending,Reduce the number of board members of the Parkways Authority and to appoint board members who are from the counties that are contiguous to the Turnpike.,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3046 INTR.pdf
HB 3047,Pending,Make WV a Second Amendment Sanctuary State,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3047 INTR.pdf
HB 3048,Pending,Allow a school district to develop or adopt a program in which the subject of nutrition and exercise education is taught,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3048 INTR.pdf
HB 3049,Pending,Increase nutrition rates for Senior services,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3049 INTR.pdf
HB 3050,Pending,Relating to the intestate share of a decedent’s surviving spouse,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3050 INTR.pdf
HB 3051,Pending,Standardize gas and oil contracts,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3051 INTR.pdf
HB 3052,Pending,Creating the Interstate Mobility and Universal-Recognition Occupational Licensing Act (the Freedom to Travel Act),https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3052 INTR.pdf
HB 3053,Pending,Relating to requirements for a registered veterinary nurse,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3053 INTR.pdf
HB 3054,Pending,Expanding definition of who may apply for grandparent visitation,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3054 INTR.pdf
HB 3055,Pending,To create the “Council on Efficient Government Act”,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3055 INTR.pdf
HB 3056,Pending,Increasing the state minimum wage,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3056 INTR.pdf
HB 3057,Pending,Relating to municipal or county taxation of hotel rooms booked through a market facilitator,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3057 INTR.pdf
HB 3058,Pending,Relating to the General Revenue Fund,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3058 ORG.pdf
HB 3059,Pending,Making contract consummation with state more efficient,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3059 INTR.pdf
HB 3060,Pending,Revise animal cruelty laws relating to chaining and tethering,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3060 INTR.pdf
HB 3061,Pending,Relating to fees for Veteran License Plates,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3061 INTR.pdf
HB 3062,Pending,Relating generally to coal fired energy plants and wind power,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3062 INTR.pdf
HB 3063,Pending,To provide a review and veto process of executive orders by the President.,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3063 INTR.pdf
HB 3064,Pending,Provide free hunting and fishing licenses for all disabled veterans,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3064 INTR.pdf
HB 3065,Pending,Eliminate personal property taxes for certain veterans,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3065 INTR.pdf
HB 3066,Pending,Expand military retirement pay state income tax exemption,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3066 INTR.pdf
HB 3067,Pending,"Raise the homestead exemption to 30,000",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3067 INTR.pdf
HB 3068,Pending,Exempt 100% disabled combat vets from property tax on primary residence,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3068 INTR.pdf
HB 3069,Pending,Enhance cooperation between civilian law enforcement and military authorities.,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3069 INTR.pdf
HB 3070,Pending,Reducing federal taxable income subject to the corporate net income tax for businesses relocating from China to West Virginia,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3070 INTR.pdf
HB 3071,Pending,Add one additional Magistrate for Putnam County,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3071 INTR.pdf
HB 3072,Pending,Sunset the Board of Forestry,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3072 SUB ENG.pdf
HB 3073,Pending,Relating to West Virginia Emergency School Food Act,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3073 INTR.pdf
HB 3074,Pending,Relating to information on organ and tissue donations,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3074 SUB.pdf
HB 3075,Pending,Transferring funds remaining in the Racetrack Modernization Fund to the State Road Fund and closing the Racetrack Modernization Fund,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3075 INTR.pdf
HB 3076,Pending,Eliminating courtesy patrol programs,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3076 INTR.pdf
HB 3077,Pending,Permit the use of establish federal marketplace programs for the purchases of supplies,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3077 INTR.pdf
HB 3078,Signed,Relating to powers and duties of the parole board,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3078 ORG.pdf
HB 3079,Pending,Relating to exempting recovery residences from certain standards,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3079 ORG.pdf
HB 3080,Pending,Relating to making the Bureau of Behavioral Health the certifying agency for recovery residences,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3080 ORG.pdf
HB 3081,Signed,Updating the West Virginia Business Corporations Act,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3081 ENR.pdf
HB 3082,Pending,Stabilizing funding sources for the DEP Division of Air Quality,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3082 INTR.pdf
HB 3083,Pending,To require a run-off election in certain circumstances,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3083 INTR.pdf
HB 3084,Pending,"Providing commercial discrimination of producers of coal, gas, oil, carbon-based energy, and other products in the State of West Virginia ",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3084 INTR.pdf
HB 3085,Pending,"(""Consolidating positions of Inspector General of Workers' Compensation Commission’s Fraud and Abuse Unit and the position of Director of the Insurance Fraud Unit"",)",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3085 INTR.pdf
HB 3086,Pending,Exempting motor vehicles from personal property tax,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3086 INTR.pdf
HB 3087,Pending,Allow teachers to retire earlier from public school system to teach in a public charter school,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3087 INTR.pdf
HB 3088,Pending,Relating to assessment value of wind turbines,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3088 INTR.pdf
HB 3089,Signed,Make utility workers essential employees during a state of emergency,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3089 ENR.pdf
HB 3090,Pending,Ban-the-Box Act,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3090 INTR.pdf
HB 3091,Pending,Requiring Compliance with Generally Accepted Standards of Care,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3091 INTR.pdf
HB 3092,Pending,Creating Emergency Healthy Families and Workplaces Act,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3092 INTR.pdf
HB 3093,Pending,Decoupling active dog racing licenses from racetrack casinos,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3093 INTR.pdf
HB 3094,Pending,"Prohibiting municipalities, counties, or other government entities from using tax payer funds to lobby for their interests",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3094 INTR.pdf
HB 3095,Pending,"To create the ""Protection of Property from Warrantless Searches Act”",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3095 INTR.pdf
HB 3096,Pending,Requiring county boards of education to publish its sponsored programs and the number of students permitted to participate,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3096 INTR.pdf
HB 3097,Pending,Create the Corporate Anti-Subsidy Act,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3097 INTR.pdf
HB 3098,Pending,Prohibit at-will employment and mandate that employees may only be dismissed for cause after completing a probationary period,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3098 INTR.pdf
HB 3099,Pending,"(""Relating to grandparents' rights to visit grandchildren"",)",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3099 INTR.pdf
HB 3100,Pending,To make exempt from sales tax the purchase of plastic and pewter models used in hobbies such as tabletop strategy or role playing gaming,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3100 INTR.pdf
HB 3101,Pending,Preserve the constitutional right of West Virginian’s to be free from unlawful automotive searches,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3101 INTR.pdf
HB 3102,Pending,Requiring Director of transportation to have experience in transportation department,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3102 SUB.pdf
HB 3103,Pending,Educational Employee Tax Credit,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3103 INTR.pdf
HB 3104,Pending,Eliminating specific statutory restrictions on outdoor advertisement,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3104 INTR.pdf
HB 3105,Pending,Increasing salary of Secretary of WV Library Commission,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3105 INTR.pdf
HB 3106,Signed,To change the hearing requirement for misdemeanors to 10 days,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3106 SUB ENR.pdf
HB 3107,Signed,Declaring that Post Traumatic Stress Disorder diagnosed by a licensed psychiatrist is a compensable occupational disease for first responders,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3107 ENG.pdf
HB 3108,Pending,Establish the WV Constitution and the WV Code as the primary law in WV,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3108 INTR.pdf
HB 3109,Pending,Salary increase for teachers and school service personnel,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3109 INTR.pdf
HB 3110,Pending,Student Suicide Prevention - ID Cards,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3110 INTR.pdf
HB 3111,Pending,Supporting Students Who Are Parents Act,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3111 INTR.pdf
HB 3112,Pending,Requiring Trauma-informed Employee training for employees of Division of Corrections and Rehabilitation,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3112 INTR.pdf
HB 3113,Pending,Removing certain drugs from schedule 1,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3113 INTR.pdf
HB 3114,Pending,Direct West Virginia State Board of Education to require proof of vision examination before child is enrolled in public or private school,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3114 INTR.pdf
HB 3115,Pending,Guarantee Earned Sick Days for every worker,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3115 INTR.pdf
HB 3116,Pending,Establish an Earned Income Tax Credit,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3116 INTR.pdf
HB 3117,Pending,Establish technology/remote work tax deduction from state income tax,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3117 INTR.pdf
HB 3118,Pending,Prohibiting certain noncompete or conflict of interest provisions in employment contracts,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3118 INTR.pdf
HB 3119,Pending,Relating to access of records in controlled substance monitoring,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3119 INTR.pdf
HB 3120,Pending,Providing for continuity of medical care for newly-incarcerated people,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3120 INTR.pdf
HB 3121,Pending,Providing for collection of data regarding police encounters that are not traffic stops,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3121 INTR.pdf
HB 3122,Pending,"Relating to the establishment and operation of regional water, wastewater and stormwater authorities",https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3122 INTR.pdf
HB 3123,Pending,Family Leave Program: Provide paid time off for workers to care for a family member,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3123 INTR.pdf
HB 3124,Pending,Permit collective bargaining for public employees,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3124 INTR.pdf
HB 3125,Pending,Mandating that teachers receive supplemental pay for compelled teaching outside of established schedule,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3125 INTR.pdf
HB 3126,Pending,Public School Protection Act,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3126 INTR.pdf
HB 3127,Pending,Relating to Public Utilities Audit,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3127 SUB.pdf
HB 3128,Rejected,Relating to carrier fees on 911 fee revenues,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3128 ORG.pdf
HB 3129,Signed,Relating to the Consumer Price Index rate increase,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3129 ORG.pdf
HB 3130,Signed,Relating to elimination of sunset provisions concerning towing rates,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3130 ORG.pdf
HB 3131,Pending,Relating to correcting internal code references and citations,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3131 ORG.pdf
HB 3132,Signed,Relating to motor carrier inspectors,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3132 ENG.pdf
HB 3133,Signed,Relating to motor carrier rates,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3133 ORG.pdf
HB 3134,Pending,Prohibiting public disclosure of restricted information,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3134 ORG.pdf
HB 3135,Pending,Make gold and silver legal tender in WV,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3135 INTR.pdf
HB 3136,Pending,Repeal code relating to wagering or betting on elections,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3136 INTR.pdf
HB 3137,Pending,To accelerate the conversion of the transfer tax on the privilege of transferring real property from a state excise tax to a county excise tax,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3137 SUB.pdf
HB 3138,Pending,To update the requirements of the state director of health to quarantine and enforce regulations in a specific place ,https://www.wvlegislature.gov/Bill_Text_HTML/2021_SESSIONS/RS/bills/HB3138 INTR.pdf
